instant_hour,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,total_rentals_hour,instant_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,total_rentals_day
14503,2012-09-01,3,1,9,11,0,6,0,2,0.8,0.7576,0.55,0.2239,219,273,492,610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
14504,2012-09-01,3,1,9,12,0,6,0,2,0.8,0.7576,0.55,0.1642,187,284,471,610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
14505,2012-09-01,3,1,9,13,0,6,0,2,0.82,0.7727,0.52,0.0896,237,267,504,610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
14506,2012-09-01,3,1,9,14,0,6,0,2,0.86,0.7879,0.44,0.1642,240,274,514,610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
14507,2012-09-01,3,1,9,15,0,6,0,2,0.86,0.7879,0.44,0.2836,257,306,563,610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
14508,2012-09-01,3,1,9,16,0,6,0,2,0.84,0.7879,0.49,0.1642,209,253,462,610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
14509,2012-09-01,3,1,9,17,0,6,0,2,0.82,0.7727,0.52,0.0,205,258,463,610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
14510,2012-09-01,3,1,9,18,0,6,0,2,0.82,0.7727,0.52,0.0,184,258,442,610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
14514,2012-09-01,3,1,9,22,0,6,0,2,0.66,0.5909,0.89,0.0,21,57,78,610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
14516,2012-09-02,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99,611,0.696667,0.649,0.815,0.0640708,2613,3197,5810
14522,2012-09-02,3,1,9,6,0,0,0,2,0.66,0.5909,0.89,0.0,2,13,15,611,0.696667,0.649,0.815,0.0640708,2613,3197,5810
14525,2012-09-02,3,1,9,9,0,0,0,2,0.7,0.6667,0.84,0.0,88,144,232,611,0.696667,0.649,0.815,0.0640708,2613,3197,5810
14526,2012-09-02,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0.0,158,230,388,611,0.696667,0.649,0.815,0.0640708,2613,3197,5810
14527,2012-09-02,3,1,9,11,0,0,0,2,0.74,0.697,0.7,0.0,226,263,489,611,0.696667,0.649,0.815,0.0640708,2613,3197,5810
14535,2012-09-02,3,1,9,19,0,0,0,2,0.7,0.6667,0.84,0.2239,140,152,292,611,0.696667,0.649,0.815,0.0640708,2613,3197,5810
14536,2012-09-02,3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,611,0.696667,0.649,0.815,0.0640708,2613,3197,5810
14542,2012-09-03,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14543,2012-09-03,3,1,9,3,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14544,2012-09-03,3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14545,2012-09-03,3,1,9,5,1,1,0,1,0.66,0.5909,0.89,0.0,1,3,4,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14546,2012-09-03,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0.0,3,12,15,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14547,2012-09-03,3,1,9,7,1,1,0,1,0.68,0.6364,0.85,0.0,6,37,43,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14554,2012-09-03,3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,163,349,512,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14555,2012-09-03,3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14556,2012-09-03,3,1,9,16,1,1,0,1,0.74,0.697,0.7,0.2239,165,335,500,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14557,2012-09-03,3,1,9,17,1,1,0,1,0.74,0.697,0.7,0.1343,181,317,498,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14558,2012-09-03,3,1,9,18,1,1,0,1,0.74,0.697,0.66,0.1642,145,337,482,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14559,2012-09-03,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14560,2012-09-03,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14561,2012-09-03,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
14565,2012-09-04,3,1,9,1,0,2,1,1,0.68,0.6364,0.82,0.1343,15,9,24,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14566,2012-09-04,3,1,9,2,0,2,1,1,0.68,0.6364,0.82,0.1343,1,4,5,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14572,2012-09-04,3,1,9,8,0,2,1,1,0.7,0.6667,0.84,0.1642,15,617,632,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14576,2012-09-04,3,1,9,12,0,2,1,1,0.76,0.7273,0.7,0.2836,54,233,287,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14577,2012-09-04,3,1,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478,72,203,275,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14578,2012-09-04,3,1,9,14,0,2,1,1,0.8,0.7576,0.55,0.4179,72,202,274,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14579,2012-09-04,3,1,9,15,0,2,1,1,0.8,0.7727,0.59,0.4627,68,224,292,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14580,2012-09-04,3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,61,397,458,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14581,2012-09-04,3,1,9,17,0,2,1,1,0.76,0.7273,0.7,0.3582,110,746,856,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14582,2012-09-04,3,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239,94,745,839,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14583,2012-09-04,3,1,9,19,0,2,1,1,0.76,0.7273,0.7,0.2239,50,502,552,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14584,2012-09-04,3,1,9,20,0,2,1,1,0.74,0.697,0.7,0.2537,47,338,385,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14585,2012-09-04,3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537,28,240,268,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14586,2012-09-04,3,1,9,22,0,2,1,1,0.74,0.697,0.7,0.2836,25,154,179,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14587,2012-09-04,3,1,9,23,0,2,1,1,0.72,0.697,0.74,0.2985,12,83,95,613,0.725833,0.686888,0.755,0.236321,867,5997,6864
14588,2012-09-05,3,1,9,0,0,3,1,1,0.72,0.697,0.74,0.2537,10,27,37,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14589,2012-09-05,3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.194,2,11,13,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14590,2012-09-05,3,1,9,2,0,3,1,1,0.7,0.6667,0.84,0.194,0,9,9,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14591,2012-09-05,3,1,9,3,0,3,1,1,0.7,0.6667,0.79,0.2836,0,4,4,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14592,2012-09-05,3,1,9,4,0,3,1,1,0.7,0.6667,0.79,0.2836,2,3,5,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14594,2012-09-05,3,1,9,6,0,3,1,1,0.7,0.6667,0.79,0.2836,7,203,210,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14596,2012-09-05,3,1,9,8,0,3,1,1,0.72,0.697,0.74,0.194,33,692,725,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14597,2012-09-05,3,1,9,9,0,3,1,1,0.74,0.697,0.7,0.2537,27,263,290,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14600,2012-09-05,3,1,9,12,0,3,1,1,0.78,0.7727,0.7,0.1045,49,217,266,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14601,2012-09-05,3,1,9,13,0,3,1,1,0.8,0.7879,0.63,0.1642,50,184,234,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14602,2012-09-05,3,1,9,14,0,3,1,1,0.82,0.7879,0.56,0.1045,34,177,211,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14603,2012-09-05,3,1,9,15,0,3,1,1,0.78,0.7727,0.7,0.194,41,204,245,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14604,2012-09-05,3,1,9,16,0,3,1,1,0.76,0.7273,0.7,0.2537,86,344,430,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14605,2012-09-05,3,1,9,17,0,3,1,1,0.76,0.7273,0.66,0.2537,83,780,863,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14606,2012-09-05,3,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.194,82,757,839,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14607,2012-09-05,3,1,9,19,0,3,1,1,0.74,0.697,0.7,0.1642,64,598,662,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14608,2012-09-05,3,1,9,20,0,3,1,1,0.72,0.7121,0.84,0.1642,55,357,412,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14609,2012-09-05,3,1,9,21,0,3,1,1,0.72,0.697,0.79,0.0,18,278,296,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14610,2012-09-05,3,1,9,22,0,3,1,1,0.72,0.697,0.79,0.0,38,181,219,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14611,2012-09-05,3,1,9,23,0,3,1,1,0.7,0.6667,0.84,0.0896,24,126,150,614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
14612,2012-09-06,3,1,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,30,35,65,615,0.696667,0.655329,0.810417,0.142421,611,5592,6203
14613,2012-09-06,3,1,9,1,0,4,1,2,0.7,0.6667,0.84,0.0,2,16,18,615,0.696667,0.655329,0.810417,0.142421,611,5592,6203
14616,2012-09-06,3,1,9,4,0,4,1,2,0.7,0.6667,0.84,0.0896,0,8,8,615,0.696667,0.655329,0.810417,0.142421,611,5592,6203
14617,2012-09-06,3,1,9,5,0,4,1,2,0.7,0.6667,0.84,0.194,3,35,38,615,0.696667,0.655329,0.810417,0.142421,611,5592,6203
14618,2012-09-06,3,1,9,6,0,4,1,2,0.7,0.6667,0.84,0.0896,11,189,200,615,0.696667,0.655329,0.810417,0.142421,611,5592,6203
14619,2012-09-06,3,1,9,7,0,4,1,2,0.7,0.6667,0.84,0.1045,21,461,482,615,0.696667,0.655329,0.810417,0.142421,611,5592,6203
14624,2012-09-06,3,1,9,12,0,4,1,2,0.72,0.697,0.79,0.2239,11,126,137,615,0.696667,0.655329,0.810417,0.142421,611,5592,6203
14625,2012-09-06,3,1,9,13,0,4,1,2,0.72,0.697,0.79,0.1045,39,152,191,615,0.696667,0.655329,0.810417,0.142421,611,5592,6203
14636,2012-09-07,3,1,9,0,0,5,1,1,0.64,0.5758,0.89,0.1343,17,79,96,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14637,2012-09-07,3,1,9,1,0,5,1,1,0.62,0.5606,0.88,0.1045,10,19,29,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14638,2012-09-07,3,1,9,2,0,5,1,1,0.62,0.5758,0.83,0.0896,1,10,11,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14639,2012-09-07,3,1,9,3,0,5,1,1,0.62,0.5758,0.83,0.0896,0,9,9,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14640,2012-09-07,3,1,9,4,0,5,1,1,0.62,0.5606,0.88,0.0,1,7,8,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14641,2012-09-07,3,1,9,5,0,5,1,1,0.62,0.5606,0.88,0.0,1,39,40,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14642,2012-09-07,3,1,9,6,0,5,1,1,0.62,0.5606,0.88,0.1045,5,135,140,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14643,2012-09-07,3,1,9,7,0,5,1,1,0.64,0.5758,0.89,0.1045,21,465,486,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14644,2012-09-07,3,1,9,8,0,5,1,1,0.66,0.6061,0.83,0.1045,29,690,719,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14645,2012-09-07,3,1,9,9,0,5,1,1,0.7,0.6667,0.79,0.1343,33,311,344,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14646,2012-09-07,3,1,9,10,0,5,1,1,0.72,0.697,0.74,0.1343,53,171,224,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14647,2012-09-07,3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,81,215,296,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14648,2012-09-07,3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,76,247,323,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14649,2012-09-07,3,1,9,13,0,5,1,1,0.8,0.7727,0.59,0.2537,71,283,354,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14650,2012-09-07,3,1,9,14,0,5,1,1,0.8,0.7727,0.59,0.2537,66,187,253,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14651,2012-09-07,3,1,9,15,0,5,1,1,0.8,0.7576,0.55,0.2537,66,265,331,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14652,2012-09-07,3,1,9,16,0,5,1,1,0.8,0.7576,0.55,0.2836,75,395,470,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14653,2012-09-07,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,88,684,772,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14654,2012-09-07,3,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,95,697,792,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14655,2012-09-07,3,1,9,19,0,5,1,1,0.74,0.6818,0.62,0.2836,70,498,568,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14656,2012-09-07,3,1,9,20,0,5,1,1,0.72,0.6818,0.66,0.2239,51,340,391,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14657,2012-09-07,3,1,9,21,0,5,1,1,0.7,0.6667,0.74,0.1642,55,246,301,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14658,2012-09-07,3,1,9,22,0,5,1,1,0.7,0.6667,0.74,0.2239,52,247,299,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14659,2012-09-07,3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537,28,220,248,616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
14661,2012-09-08,3,1,9,1,0,6,0,2,0.66,0.5909,0.89,0.2836,10,107,117,617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
14663,2012-09-08,3,1,9,3,0,6,0,2,0.66,0.5909,0.89,0.2239,3,40,43,617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
14664,2012-09-08,3,1,9,4,0,6,0,2,0.66,0.5909,0.94,0.2239,3,8,11,617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
14665,2012-09-08,3,1,9,5,0,6,0,2,0.66,0.5909,0.94,0.2537,2,13,15,617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
14666,2012-09-08,3,1,9,6,0,6,0,2,0.66,0.5909,0.89,0.2836,8,26,34,617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
14680,2012-09-08,3,1,9,20,0,6,0,2,0.58,0.5455,0.88,0.0896,28,166,194,617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
14681,2012-09-08,3,1,9,21,0,6,0,2,0.6,0.5606,0.83,0.1642,26,155,181,617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
14682,2012-09-08,3,1,9,22,0,6,0,2,0.58,0.5455,0.78,0.2985,18,176,194,617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
14683,2012-09-08,3,1,9,23,0,6,0,2,0.58,0.5455,0.73,0.1642,12,121,133,617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
14685,2012-09-09,3,1,9,1,0,0,0,1,0.56,0.5303,0.73,0.2239,20,104,124,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14686,2012-09-09,3,1,9,2,0,0,0,1,0.54,0.5152,0.77,0.2836,15,81,96,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14687,2012-09-09,3,1,9,3,0,0,0,1,0.54,0.5152,0.73,0.2239,14,32,46,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14688,2012-09-09,3,1,9,4,0,0,0,1,0.52,0.5,0.77,0.2537,12,16,28,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14689,2012-09-09,3,1,9,5,0,0,0,1,0.52,0.5,0.77,0.194,16,39,55,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14690,2012-09-09,3,1,9,6,0,0,0,1,0.52,0.5,0.77,0.194,11,24,35,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14691,2012-09-09,3,1,9,7,0,0,0,1,0.54,0.5152,0.73,0.1642,20,50,70,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14692,2012-09-09,3,1,9,8,0,0,0,1,0.58,0.5455,0.68,0.2239,27,143,170,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14693,2012-09-09,3,1,9,9,0,0,0,1,0.62,0.6061,0.61,0.2537,85,214,299,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14694,2012-09-09,3,1,9,10,0,0,0,1,0.64,0.6212,0.57,0.2985,172,323,495,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14695,2012-09-09,3,1,9,11,0,0,0,1,0.66,0.6212,0.47,0.2537,194,391,585,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14696,2012-09-09,3,1,9,12,0,0,0,1,0.66,0.6212,0.47,0.0,247,510,757,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14697,2012-09-09,3,1,9,13,0,0,0,1,0.68,0.6364,0.39,0.0,238,491,729,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14698,2012-09-09,3,1,9,14,0,0,0,1,0.72,0.6515,0.3,0.2836,232,415,647,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14699,2012-09-09,3,1,9,15,0,0,0,1,0.72,0.6515,0.32,0.2537,284,412,696,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14700,2012-09-09,3,1,9,16,0,0,0,1,0.68,0.6364,0.36,0.2836,228,473,701,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14701,2012-09-09,3,1,9,17,0,0,0,1,0.7,0.6364,0.37,0.2537,213,458,671,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14702,2012-09-09,3,1,9,18,0,0,0,1,0.66,0.6212,0.36,0.2537,156,404,560,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14703,2012-09-09,3,1,9,19,0,0,0,1,0.66,0.6212,0.36,0.2537,134,362,496,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14704,2012-09-09,3,1,9,20,0,0,0,1,0.62,0.6212,0.41,0.2836,91,265,356,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14705,2012-09-09,3,1,9,21,0,0,0,1,0.6,0.6212,0.46,0.2239,57,149,206,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14706,2012-09-09,3,1,9,22,0,0,0,1,0.58,0.5455,0.49,0.2537,64,125,189,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14707,2012-09-09,3,1,9,23,0,0,0,1,0.56,0.5303,0.52,0.2836,22,70,92,618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
14708,2012-09-10,3,1,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836,6,35,41,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14709,2012-09-10,3,1,9,1,0,1,1,1,0.54,0.5152,0.6,0.194,7,11,18,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14710,2012-09-10,3,1,9,2,0,1,1,1,0.54,0.5152,0.6,0.3582,11,6,17,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14711,2012-09-10,3,1,9,3,0,1,1,1,0.52,0.5,0.68,0.2836,5,7,12,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14712,2012-09-10,3,1,9,4,0,1,1,1,0.52,0.5,0.68,0.2836,1,4,5,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14713,2012-09-10,3,1,9,5,0,1,1,1,0.5,0.4848,0.72,0.2537,4,36,40,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14714,2012-09-10,3,1,9,6,0,1,1,1,0.5,0.4848,0.72,0.1343,8,172,180,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14715,2012-09-10,3,1,9,7,0,1,1,1,0.52,0.5,0.68,0.2239,20,427,447,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14716,2012-09-10,3,1,9,8,0,1,1,1,0.56,0.5303,0.6,0.2836,33,697,730,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14717,2012-09-10,3,1,9,9,0,1,1,1,0.6,0.6212,0.53,0.2985,40,321,361,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14718,2012-09-10,3,1,9,10,0,1,1,1,0.62,0.6212,0.5,0.2836,42,168,210,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14719,2012-09-10,3,1,9,11,0,1,1,1,0.62,0.6212,0.43,0.2985,69,167,236,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14720,2012-09-10,3,1,9,12,0,1,1,1,0.64,0.6212,0.44,0.3881,76,256,332,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14721,2012-09-10,3,1,9,13,0,1,1,1,0.64,0.6212,0.38,0.2239,72,251,323,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14722,2012-09-10,3,1,9,14,0,1,1,1,0.66,0.6212,0.36,0.2836,107,233,340,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14723,2012-09-10,3,1,9,15,0,1,1,1,0.66,0.6212,0.31,0.3881,115,231,346,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14724,2012-09-10,3,1,9,16,0,1,1,1,0.66,0.6212,0.34,0.3284,108,380,488,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14725,2012-09-10,3,1,9,17,0,1,1,1,0.66,0.6212,0.34,0.3284,127,744,871,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14726,2012-09-10,3,1,9,18,0,1,1,1,0.62,0.6212,0.35,0.2985,111,857,968,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14727,2012-09-10,3,1,9,19,0,1,1,1,0.62,0.6212,0.38,0.2985,71,562,633,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14728,2012-09-10,3,1,9,20,0,1,1,1,0.6,0.6212,0.4,0.194,34,356,390,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14729,2012-09-10,3,1,9,21,0,1,1,1,0.56,0.5303,0.49,0.1642,29,256,285,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14730,2012-09-10,3,1,9,22,0,1,1,1,0.54,0.5152,0.52,0.1343,15,144,159,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14731,2012-09-10,3,1,9,23,0,1,1,1,0.54,0.5152,0.52,0.0,7,86,93,619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
14732,2012-09-11,3,1,9,0,0,2,1,1,0.52,0.5,0.59,0.1045,5,27,32,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14733,2012-09-11,3,1,9,1,0,2,1,1,0.5,0.4848,0.63,0.0,0,10,10,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14734,2012-09-11,3,1,9,2,0,2,1,1,0.48,0.4697,0.77,0.1642,1,5,6,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14735,2012-09-11,3,1,9,3,0,2,1,1,0.48,0.4697,0.67,0.1343,1,7,8,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14736,2012-09-11,3,1,9,4,0,2,1,1,0.48,0.4697,0.72,0.1045,1,8,9,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14737,2012-09-11,3,1,9,5,0,2,1,1,0.46,0.4545,0.72,0.0896,3,41,44,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14738,2012-09-11,3,1,9,6,0,2,1,1,0.46,0.4545,0.77,0.1045,11,200,211,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14739,2012-09-11,3,1,9,7,0,2,1,1,0.5,0.4848,0.72,0.1045,24,572,596,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14740,2012-09-11,3,1,9,8,0,2,1,1,0.54,0.5152,0.68,0.0896,48,702,750,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14741,2012-09-11,3,1,9,9,0,2,1,1,0.6,0.6212,0.49,0.0,35,323,358,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14742,2012-09-11,3,1,9,10,0,2,1,1,0.62,0.6212,0.38,0.0,54,142,196,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14743,2012-09-11,3,1,9,11,0,2,1,1,0.64,0.6212,0.33,0.0896,60,187,247,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14744,2012-09-11,3,1,9,12,0,2,1,1,0.64,0.6212,0.33,0.0,62,254,316,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14745,2012-09-11,3,1,9,13,0,2,1,1,0.66,0.6212,0.29,0.0896,72,256,328,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14746,2012-09-11,3,1,9,14,0,2,1,1,0.68,0.6212,0.3,0.0896,74,181,255,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14747,2012-09-11,3,1,9,15,0,2,1,1,0.7,0.6364,0.28,0.1045,73,253,326,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14748,2012-09-11,3,1,9,16,0,2,1,1,0.7,0.6364,0.28,0.1343,99,437,536,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14749,2012-09-11,3,1,9,17,0,2,1,1,0.7,0.6364,0.28,0.0,168,802,970,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14750,2012-09-11,3,1,9,18,0,2,1,1,0.64,0.6212,0.36,0.1642,110,767,877,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
14751,2012-09-11,3,1,9,19,0,2,1,1,0.62,0.6212,0.41,0.194,56,540,596,620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
